English,Farsi,Source
"Samangan also had their third positive case of coronavirus infection.
","سمنگان همچنین سومین مورد مثبت خود را از ابتلا به کروناویروس نشان داد.
",ELRC_2922
"J Hist Sociol.
","مشارکت‌کنندگان ویکی‌پدیا.
",ELRC_2922
"Both strains of the tuberculosis bacteria share a common ancestor, which could have infected humans even before the Neolithic Revolution.
","هر دو گونه باکتری سل یک جد مشترک دارند، که می‌توانسته است انسان را در اوایل انقلاب نوسنگی آلوده کرده باشد.
",ELRC_2922
"People were requested not to visit others in institutions with vulnerable groups (the elderly, psychiatry, prison etc.) and generally encouraged to limiting close contact with others.
","از مردم خواسته شد که در موسسات دارای گروه های آسیب پذیر (سالمندان ، روانپزشکی ، زندان و غیره) به دیگران مراجعه نکنند و عموماً برای محدود کردن تماس نزدیک با دیگران تشویق می شوند.
",ELRC_2922
"15 to 24 March – First death
","۱۵ تا ۲۴ مارس - مرگ اول
",ELRC_2922
"The next day, Prime Minister Édouard Philippe banned gatherings of more than 100 people, not including public transport.
","در روز بعد نخست‌وزیر ادوار فیلیپ، تجمع بیش از ۱۰۰ نفر را به‌جز حمل و نقل عمومی، ممنوع کرد.
",ELRC_2922
"South &amp; South East Asia is the second most affected; in 2010 this region contained an estimated 4 million cases or 12% of all people living with HIV resulting in approximately 250,000 deaths.
","جنوب و جنوب شرق آسیا دومین منطقه آسیب دیده‌است، در این منطقه در سال ۲۰۱۰، به‌طور تخمینی ۴ میلیون یا ۱۲٪ افراد مبتلا به HIV زندگی می‌کرده‌اند که ۲۵۰ هزار نفر از آن‌ها منجر به مرگ شده‌است.
",ELRC_2922
"""The quarantined """"red zone"""" (zona rossa) was initially enforced by police and carabinieri, and by 27 February it was reported that 400 policemen were enforcing it with 35 checkpoints.""
","قرنطینه‌کردن «منطقه قرمز» در ابتدا توسط پلیس و کارابینیری انجام می‌شد و در ۲۷ فوریه گزارش شد که ۴۰۰ پلیس با ۳۵ نقطه بازرسی، در حال اجرای آن بودند.
",ELRC_2922
"Moldova confirmed the existence of imported case from diseased Italy on 11 March.
","مولداوی در ۱۱ مارس وجود مورد وارد شده بیماری از ایتالیا را تأیید کرد.
",ELRC_2922
"Semmelweis's first post-stamp, Hungary, 1932
","اولین تمبر پستی با نگاره سمل‌ویس، مجارستان،۱۹۳۲
",ELRC_2922
"Some of these injuries can be prevented with the availability of patient lifts, improved worker training, and allocation of more time to perform work procedures.
","خوشبختانه، با در دسترس بودن جرثقیل‌های بیمار، بهبود آموزش کارکنان و تخصیص زمان بیشتری برای انجام روند کار، می‌توان از برخی از این آسیب‌ها جلوگیری کرد.
",ELRC_2922
"Qingdao, Shandong also confirmed the first imported case from Italy.
","چینگ‌دائو، شاندونگ، نیز اولین مورد وارد شده از ایتالیا را تأیید کرد.
",ELRC_2922
"It may be located in any part of the body, but most commonly in the lungs, brain, urinary tract, skin or abdominal organs.
","عفونت در همه جای بدن نیز می‌تواند باشد اما معمولاً در شش‌ها، مغز، دستگاه ادراری، و شکم است.
",ELRC_2922
"Due to the spread of the coronavirus in mid-March, there were about 70 times as many calls.
","حدود 70 برابر تعداد تماس در اواسط ماه مارس به دلیل شیوع ویروس کورنا رخ داده است.
",ELRC_2922
"The most common organs involved are the spine, hands, the head, lungs, eyes, skeleton, and skin.
","اندام‌هایی از بدن که بیشتر در معرض آسیب شغلی هستند، عبارتند از ستون فقرات، دست‌ها، سر، شش‌ها، چشم‌ها، استخوان‌بندی، و پوست.
",ELRC_2922
"Currently, the only clearly inherited risk factor is alpha 1-antitrypsin deficiency (AAT).
","در حال حاضر، تنها عامل خطر ناشی از وراثت که مشخص شده، کمبود آلفا-۱ آنتی‌تریپسین (AAT) است.
",ELRC_2922
"Many people with COPD mistakenly think they have asthma.
","اکثر افراد مبتلا به COPD به‌طور اشتباه فکر می‌کنند که آسم دارند.
",ELRC_2922
"On February 13, 13,000 copies of WHO guidelines and recommendations to reduce the risk of coronavirus infection were printed and distributed to Tajik citizens.
","در تاریخ ۱۳ فوریه، ۱۳٬۰۰۰ نسخه از دستورالعمل‌ها و توصیه‌های سازمان جهانی بهداشت برای کاهش خطر ابتلا به عفونت کروناویروس در این کشور چاپ و توزیع شد.
",ELRC_2922
"Worldwide hepatitis C is the cause of 27% of cirrhosis cases and 25% of hepatocellular carcinoma.
","هپاتیت سی علت ۲۷٪ از موارد سیروز کبد و ۲۵٪ از موارد سرطان کبد است.
",ELRC_2922
"A Paytm employee in Gurgaon who had returned from a vacation in Italy also tested positive.
","آزمایش یک کارمند پای‌تی‌ام در گورگان، که از تعطیلات در ایتالیا برگشته بود نیز مثبت شد.
",ELRC_2922
"The number of confirmed cases increased on 21 February, when sixteen people in Lombardy and Veneto were confirmed to be infected.
","زمانیکه آلوده شدن شانزده نفر در لمباردی و ونتو تأیید شد.
",ELRC_2922
"This terminology is no longer accepted as useful as most people with COPD have a combination of both emphysema and chronic bronchitis.
","این واژه‌ها دیگر قابل قبول نیستند زیرا اکثر بیماران COPD ترکیبی از هردو را دارند.
",ELRC_2922
"The race was given a provisional date of April 2020 and is planned to take place in the capital Hanoi on the Hanoi Street Circuit, but was later postponed.
","مسابقه به تاریخ موقت آوریل ۲۰۲۰ موکول شد و قرار است در یک پیست خیابانی در پایتخت کشور ویتنام، هانوی برگزار شود.
",ELRC_2922
"(desktop version)
","(نسخه دسکتاپ)
",ELRC_2922
"The 2020 FIA Formula One World Championship is a planned motor racing championship for Formula One cars which is due to be the 71st running of the Formula One World Championship.
","مسابقات قهرمانی جهان فرمول یک فصل ۲۰۲۰ (به انگلیسی: ‎2020 FIA Formula One World Championship‎) یک مسابقهٔ موتوری برنامه‌ریزی‌شده میان خودروهای فرمول یک است که به عنوان هفتاد و یکمین دور از مسابقات قهرمانی جهان فرمول یک برگزار خواهد شد.
",ELRC_2922
"The primary cause of COPD is tobacco smoke, with occupational exposure and pollution from indoor fires being significant causes in some countries.
","عامل اصلی بیماری COPD کشیدن دخانیات یا قرار گرفتن در معرض بیماری به خاطر شغل و آلودگی آتش‌های محیط‌های داخلی است که در برخی از کشورها عوامل بسیار مهمی هستند.
",ELRC_2922
"Opposition to vaccination has posed a challenge to herd immunity, allowing preventable diseases to persist in or return to communities that have inadequate vaccination rates.
","مخالفت با واکسیناسیون، ایمنی جمعی را به چالش کشیده‌است، و امکان دارد بیماریهای قابل پیشگیری در جوامعی که میزان واکسیناسیون ناکافی دارند همچنان ادامه داشته یا به آن بازگردند.
",ELRC_2922
"Wang posted an apology on Weibo, in which she said she had been abused and threatened, and that she had only wanted to showcase Palauan cuisine.
","وانگ با ارسال عذرخواهی در ویبو، در آنجا فاش کرد که با آزارهایی مانند تهدید به مرگ، روبرو شده‌است و او فقط می‌خواسته‌است که غذاهای محلی پالائو را به نمایش بگذارد.
",ELRC_2922
"However, in countries where incidence rates have declined dramatically (such as the United States), TB is mainly a disease of older people and the immunocompromised (risk factors are listed above).
","با این حال، در کشورهایی که در آن نرخ بروز سل به‌طور چشمگیری کاهش یافته‌است (مانند ایالات متحده)، سل عمدتاً بیماری افراد پیر و افراد دارای سیستم ایمنی در معرض خطر است.
",ELRC_2922
"The WHO stated that the high demand for timely and trustworthy information has incentivised the creation of a direct WHO 24/7 myth-busting hotline where its communication and social media teams have been monitoring and responding to misinformation through its website and social media pages.
","سازمان جهانی بهداشت اشاره کرد که تقاضای زیاد برای اطلاعات قابل اعتماد و به‌موقع، منجر به ایجاد یک خط تماس اضطراری ۲۴/۷ از سوی این سازمان شده‌است و تیم‌های ارتباطات و رسانه‌های اجتماعی آن از طریق وبگاه و صفحه‌های این سازمان در شبکه‌های اجتماعی، در حال پایش و پاسخ به اطلاعات غلط بوده‌اند.
",ELRC_2922
"Coronavirus Disease 2019 (COVID-2019).
","گاه‌شمار دنیاگیری ۲۰–۲۰۱۹ کوروناویروس
",ELRC_2922
"Hand washing with soap is the single most effective and inexpensive way to prevent diarrhea and acute respiratory infections (ARI), as automatic behavior performed in homes, schools, and communities worldwide.
","شستن دست با صابون مؤثرترین و ارزانترین روش برای جلوگیری از اسهال و عفونتهای حاد تنفسی (ARI) است که به عنوان یک رفتار خودکار در خانه‌ها، مدارس و جوامع در سراسر جهان انجام می‌شود.
",ELRC_2922
"In 2008, a study was conducted by the University of Westminster, London, and sponsored by the paper-towel industry the European Tissue Symposium, to compare the levels of hygiene offered by paper towels, warm-air hand dryers and the more modern jet-air hand dryers.
","در سال ۲۰۰۸، مطالعه ای توسط دانشگاه وست مینستر لندن برای مقایسه میزان بهداشت ارائه شده توسط حوله‌های کاغذی، خشک کن‌های دست با هوای گرم و خشک کن‌های هوای مدرن.
",ELRC_2922
"White blood cell count less than 4000 cells/mm³ (4 x 109 cells/L) or greater than 12,000 cells/mm³ (12 x 109 cells/L); or the presence of greater than 10% immature neutrophils (band forms).
","تعداد گلبول‌های سفید کمتر از ۴۰۰۰ در میلی‌متر مکعب یا بیشتر از ۱۲٬۰۰۰ در میلی‌متر مکعب باشد، یا آنکه بیش از ۱۰٪ آنها، سلول‌های نوتروفیل نابالغ (band) باشند.
",ELRC_2922
"The European Centre for Disease Prevention and Control (ECDC) is an independent agency of the European Union (EU) whose mission is to strengthen Europe's defences against infectious diseases.
","مرکز اروپایی کنترل و پیشگیری بیماری (انگلیسی: European Centre for Disease Prevention and Control‎) یا به اختصار ECDC، یک سازمان مستقل در اتحادیه اروپا است که مأموریتش تقویت قوای تدافعی اروپا در برابر بیماری‌های عفونی است.
",ELRC_2922
"In 1946 the development of the antibiotic streptomycin made effective treatment and cure of TB a reality.
","در سال ۱۹۴۶، تولید آنتی بیوتیک استرپتومایسین درمان مؤثر و درمان سل را به یک واقعیت تبدیل کرد.
",ELRC_2922
"Tajikistan initially blocked the entry of nationals of 35 countries, including the United Kingdom, United States, and Canada.
","تاجیکستان در ابتدای مارس ورود اتباع ۳۵ کشور از جمله انگلستان، آمریکا و کانادا را ممنوع کرد.
",ELRC_2922
"They had contact with an Italian participant at a business meeting in Munich who tested positive in Italy.
","آنها با یک شرکت کننده ایتالیایی که آزمایش او در ایتالیا مثبت شد، در نشستی تجاری در مونیخ در تماس بوده‌اند.
",ELRC_2922
"In April 1989, the discovery of HCV was published in two articles in the journal Science.
","در آوریل ۱۹۸۹، کشف ویروس هپاتیت سی در دو مقاله در مجله «ساینس» منتشر شد.
",ELRC_2922
"A small number of studies which have looked at the bacterial transfer from contaminated solid soap have concluded transfer is unlikely as the bacteria are rinsed off with the foam.
","تعداد کمی از مطالعات که به انتقال باکتریها از صابون جامد آلوده نگاه کرده‌اند، نتیجه‌گیری کرده‌اند که انتقال باکتری بعید است زیرا باکتری‌ها با کف شسته می‌شوند.
",ELRC_2922
"Construction of the new hospital campus began in 2013 and the structures on the campus were completed in 2016 as a long-term project to relocate Huanggang Central Hospital.
","ساخت پردیس بیمارستان جدید در سال ۲۰۱۳ آغاز شد و ساختمان‌های پردیس به‌عنوان یک پروژه بلند مدت برای جابجایی بیمارستان مرکزی هوانگانگ در سال ۲۰۱۶ تکمیل شد.
",ELRC_2922
"The two major types are β2 agonists and anticholinergics; both exist in long-acting and short-acting forms.
","دو نوع اصلی آن وجود دارد، بتا ۲ آگونیست و آنتی گولینرژیک؛ هر دو به صورت طولانی اثر و کوتاه اثر موجود می‌باشند.
",ELRC_2922
"Programs such as the Revised National Tuberculosis Control Program are working to reduce TB levels among people receiving public health care.
","برنامه‌هایی مانند برنامه کنترل سل ملی اصلاح شده به کاهش میزان سل در میان افرادی که مراقبت‌های بهداشتی عمومی دریافت می‌کنند، کمک می‌کند.
",ELRC_2922
"A 2014 study showed that Saudi Arabia had the highest rate of 97 percent; the United States near the middle with 77 percent; and China with the lowest rate of 23 percent.
","ایالات متحده با ۷۷ درصد در وسط قرار دارد؛ و چین با کمترین نرخ ۲۳ درصد.
",ELRC_2922
"Tuberculosis is more common in developing countries; about 80% of the population in many Asian and African countries test positive in tuberculin tests, while only 5–10% of the US population test positive.
","تست توبرکولین حدود ۸۰٪ از جمعیت حاضر در بسیاری از کشورهای آسیایی و آفریقایی مثبت بوده‌است، اما تنها تست ۵–۱۰٪ از جمعیت ایالات متحده مثبت بوده‌است.
",ELRC_2922
"Some studies suggest that up to 6% of all cases of sarcoidosis are actually berylliosis.
","مطالعات انجام شده نشان می دهد که حداکثر 6٪ از موارد سارکوئیدوز در واقع بریلیزیوز است.
",ELRC_2922
"By themselves, they have no effect on overall one-year mortality.
","آن‌ها به تنهایی تأثیری بر نرخ مرگ‌ومیر کلی یک ساله ندارند و با نرخ افزایش یافته سینه پهلو ارتباط دارند.
",ELRC_2922
"""Zerohedge listed the full contact details of the scientist supposedly responsible, a practice known as doxing, by including the scientist's name, photo, and phone number, suggesting to readers that they """"pay [the Chinese scientist] a visit"""" if they wanted to know """"what really caused the coronavirus pandemic"""".""
","زیرو هج جزئیات کامل تماس با این دانشمند، که شامل نام، تصویر و شمارهٔ تلفن او می‌شد را منتشر کرد و به مخاطبان خود پیشنهاد کرد که اگر می‌خواهند بدانند که «چه‌چیزی حقیقتاً منجر به همه‌گیری کروناویروس شده‌است»، «یک سری [به این دانشمند چینی] بزنند».
",ELRC_2922
"The public can be as small as a handful of people or as large as a village or an entire city; in the case of a pandemic it may encompass several continents.
","عموم در این مسئله می‌تواند کوچکتر از یک مشت مردم، یک روستای سالم یا می‌تواند به بزرگی چندین قاره در یک مورد همه گیر باشد.
",ELRC_2922
"Symptoms may include chest pain and a prolonged cough producing sputum.
","علائم می‌تواند شامل درد قفسه سینه و سرفه‌های طولانی باشد که تولید خلط می‌کنند.
",ELRC_2922
"They reduce shortness of breath, wheeze, and exercise limitation, resulting in an improved quality of life.
","آن‌ها باعث کاهش تنگی نفس، خس خس سینه و محدودیت ورزش شده و کیفیت زندگی بهبود یافته را به همراه دارند.
",ELRC_2922
"On 22 February, a 77-year-old woman from Casalpusterlengo, who suffered from pneumonia and visited the same emergency room as the 38-year-old from Codogno, died in Lombardy.
","در ۲۲ فوریه، زنی ۷۷ ساله از کاسالپوسترلنگو، که از سینه‌پهلو رنج می‌برد و به همان بخش فوریت‌های پزشکی که مرد ۳۸ ساله اهل کودونیو رفته بود، مراجعه کرده بود، در لومباردی درگذشت.
",ELRC_2922
"Vaccinating adults against pertussis reduces pertussis incidence in infants too young to be vaccinated, who are at the greatest risk of complications from the disease.
","واکسیناسیون بزرگسالان دربرابر سیاه سرفه، میزان بروز آن را در نوزادان نیز، که بیشترین خطر عوارض ناشی از این بیماری را دارند، کاهش می‌دهد.
",ELRC_2922
"Early in the disease radiography findings are usually normal.
","در اوایل بیماری ، یافته های رادیوگرافی طبیعی است.
",ELRC_2922
"Two main components are measured to make the diagnosis, the forced expiratory volume in one second (FEV1), which is the greatest volume of air that can be breathed out in the first second of a breath, and the forced vital capacity (FVC), which is the greatest volume of air that can be breathed out in a single large breath.
","دو مؤلفهٔ اصلی با این تشخیص اندازه‌گیری می‌شوند: حجم هوای تنفسی تحمیلی در یک ثانیه (FEV1) از تنفس که بیشترین میزان هوایی است که می‌تواند در اولین ثانیهٔ تنفس وارد ریه‌ها گردد و ظرفیت حیاتی تحمیلی (FVC) که بیشترین میزان هوایی است که می‌تواند در یک‌نفس عمیق وارد ریه‌ها شود.
",ELRC_2922
"An epidemic may be restricted to one location; however, if it spreads to other countries or continents and affects a substantial number of people, it may be termed a pandemic.
","با این وجود، اگر به سایر کشورها یا قاره‌ها سرایت کند و تعداد قابل توجهی از مردم را تحت تأثیر قرار دهد، ممکن است این بیماری دنیاگیر نامیده می‌شود.
",ELRC_2922
"The principle is often used by policy makers in situations where there is the possibility of harm from making a certain decision (e.g. taking a particular course of action) and conclusive evidence is not yet available.
","این اصل توسط سیاستگذاران برای توجیه تصمیماتی که در شرایطی می‌گیرند که امکان بروز ضرر ناشی از آن تصمیم وجود دارد و دانش جامع علمی در آن خصوص کافی نیست به کار گرفته می‌شود.
",ELRC_2922
"Tunisia confirmed its first case on 2 March 2020, and identified the patient as a Tunisian who had returned from Italy.
","تونس اولین مورد خود را در ۲ مارس تأیید کرده و این بیمار را به عنوان یک تونسی که از ایتالیا بازگشته بود، شناسایی کرد.
",ELRC_2922
"Bootsma and Ferguson analyzed social distancing interventions in sixteen U.S. cities during the 1918 epidemic and found that time-limited interventions reduced total mortality only moderately (perhaps 10–30%), and that the impact was often very limited because the interventions were introduced too late and lifted too early.
","بوتسما و فرگوسن اقدامات فاصله‌گیری اجتماعی را در طول همه‌گیری ۱۹۱۸ در ۱۶ شهر ایالات متحده بررسی کردند، یافته‌های آنان نشان می‌داد که انجام این اقدامات در مدت محدود، آمار مرگ‌ومیر نهایی را نسبتاً (احتمالاً ۱۰ تا ۳۰ درصد) کاهش می‌دهد.
",ELRC_2922
"UNAIDS – Joint United Nations Program on HIV/AIDS.
","وبگاه UNAIDS (برنامه مشترک سازمان ملل متحد دربارهٔ ایدز)
",ELRC_2922
"Since then, the WHO classification has been updated and expanded several times, with the most recent version being published in 2007.
","از آن زمان به بعد، مرحله‌بندی WHO برای چندین بار تغییر کرده و گسترش یافت، که نسخهٔ اخیر آن که در سال ۲۰۰۷ منتشر شده‌است.
",ELRC_2922
"There are five critical times during the day where washing hands with soap is important to reduce fecal-oral transmission of disease: after using the bathroom (urination, defecation), after cleaning a child's bottom (changing nappies), before feeding a child, before eating and before/after preparing food or handling raw meat, fish, or poultry.
","پنج لحظه مهم در طول روز که شستن دستها با صابون مهم است عبارتند از: قبل و بعد از دفع مدفوع، بعد از تمیز کردن مدفوع کودک یا تعویض پوشک، قبل از تغذیه کودک، قبل از غذا خوردن و همچنین قبل و بعد از تهیه غذا یا دست زدن به گوشت خام، ماهی، یا مرغ.
",ELRC_2922
"For these reasons, in certain populations it may be necessary to immunize high-risk persons or individuals of both sexes to establish herd immunity.
","به همین دلایل، در برخی از جمعیت‌ها ممکن است ایمن‌سازی افراد پرخطر یا افراد هر دو جنس برای ایجاد ایمنی جمعی لازم باشد.
",ELRC_2922
"USS Theodore Roosevelt (CVN-71) News – U.S. Navy
","ناو هواپیمابر تئودور روزولت یا یو اس اس تئودور روزولت (سی وی ان-۱۷) (به انگلیسی: USS Theodore Roosevelt) نام یک ناو هواپیمابر متعلق به نیروی دریایی ایالات متحده آمریکا است.
",ELRC_2922
"CDC: State &amp; Territorial Health Department directory
","CDC: دایرکتوری وزارت بهداشت و ایالتی و سرزمینی
",ELRC_2922
"That same month, the K-1 Air Base was attacked, resulting in one American fatality and six injuries.
","در همان ماه پایگاه هوایی کی- ۱ مورد حمله قرار گرفت که منجر به کشته شدن یک تن و مجروح شدن ۶ نفر شد.
",ELRC_2922
"Overall, the most hazardous occupations are in farming, fishing, and forestry.
","در کل، خطرناک‌ترین مشاغل در کشاورزی، ماهیگیری، و جنگلداری می‌باشد.
",ELRC_2922
"On 28 February, a woman from Amsterdam who had visited Lombardy was in home isolation in Diemen.
","در ۲۸ فوریه، زنی از آمستردام که به لمباردی رفته بود در دیمن در خانه قرنطینه شد.
",ELRC_2922
"The World Health Organization first proposed a definition for AIDS in 1986.
","سازمان بهداشت جهانی برای اولین بار در سال ۱۹۸۶ تعریفی برای ایدز ارائه نمود.
",ELRC_2922
"New U.S.
","مشارکت‌کنندگان ویکی‌پدیا.
",ELRC_2922
"Even though cost is an important issue with some medications, 47% of those who needed them were taking them in low- and middle-income countries as of 2010, and the rate of adherence is similar in low-income and high-income countries.
","البته، از سال ۲۰۱۰، ۴۷٪ کسانی که به این داروها احتیاج پیدا می‌کنند متعلق به کشورهای با درآمد کم یا متوسط هستند.
",ELRC_2922
"CDC: Newsroom on Coronavirus Disease 2019 (COVID-19)
","CDC: اتاق خبر در مورد بیماری Coronavirus 2019 (COVID-19)
",ELRC_2922
"Alternatively, the reassortment of separate viral genome segments, or antigenic shift, which is more common when there are more strains in circulation, can also produce new serotypes.
","از طرف دیگر، انتقال مجدد بخشهای ژنوم جدا شده ویروسی یا تغییر آنتی‌ژن که معمولاً در صورت وجود فشارهای بیشتر در گردش خون وجود دارد، می‌تواند سروتیپ‌های جدیدی تولید کند.
",ELRC_2922
"In June 2014, the United States formed Combined Joint Task Force – Operation Inherent Resolve (CJTF-OIR) and re-intervened at the request of the Iraqi government due to the rise of the Islamic State of Iraq and the Levant (ISIL).
","در ژوئن ۲۰۱۴، ایالات متحده کارگروه مشترک - عملیات راهکار ذاتی را تشکیل داد و به دلیل درخواست دولت عراق برای مداخله در این کشور به علت ظهور داعش مجدداً اقدام به مداخله در عراق نمود.
",ELRC_2922
"The photo was displayed in Life, was the winner of the World Press Photo, and acquired worldwide notoriety after being used in a United Colors of Benetton advertising campaign in 1992.
","مجله لایف ادعا کرد که این عکس تبدیل به تصویری شد که «به نحوی قدرتمند مسری بودن ایدز را نشان می‌دهد.» این عکس که در مجله لایف نمایش داده شده بود برنده عکس مطبوعات جهان شد، و بعد از اینکه در سال ۱۹۹۲ در یک تبلیغ برای کمپین یونایتد کالر آو بنتون استفاده شد در سراسر جهان بدنام شد.
",ELRC_2922
"S. aureus can survive on dogs, cats, and horses, and can cause bumblefoot in chickens.
","باکتری ممکن است در حیوانات اهلی، گربه‌ها، سگ‌ها و اسب‌ها وجود داشته باشد و موجب التهاب و عفونت پا در مرغ‌ها شود.
",ELRC_2922
"Hand washing is usually integrated together with other sanitation interventions as part of water, sanitation and hygiene (WASH) programmes.
","شستشوی دست معمولاً به عنوان بخشی از برنامه‌های آب، بهداشت و نظافت با سایر مداخلات بهداشتی همراه است.
",ELRC_2922
"In laboratory experiments, mice, rats, and chickens have been artificially infected, but they are not believed to contract the disease under natural conditions.
","موش، رت و مرغ خانگی تحت شرایط آزمایشگاهی به بیماری مبتلا شده‌اند ولی مواجهه آن‌ها تحت شرایط طبیعی با ویروس عامل بیماری بعید به نظر میرسد.
",ELRC_2922
"""Public health nurses (PHNs) or community health nurses """"integrate community involvement and knowledge about the entire population with personal, clinical understandings of the health and illness experiences of individuals and families within the population.""""""
","این پرستاران میان مجموعه ای شامل حضور در اجتماع و آگاهی از وضعیت کل جمعیت، با استفاده از فهم شخصی و بالینی از سلامت و تجربه بیماری افراد و خانواده‌های یک جمعیت هماهنگی ایجاد می‌کنند.
",ELRC_2922
"In Canada as of 2008, there were about 65,000 cases causing 53 deaths.
","در کانادا در سال ۲۰۰۸ در حدود ۶۵٬۰۰۰ مورد وجود داشته که ۵۳ مورد از آن منجر به مرگ شده‌است.
",ELRC_2922
"Unknown: if insufficient information is available to make any of the above classifications.
","نامعلوم: اگر اطلاعات کافی برای هر یک از مراحل فوق در دسترس باشد
",ELRC_2922
"On 16 February, as the man's condition worsened, he went to Codogno Hospital, reporting respiratory problems.
","در ۱۶ فوریه، با وخیم‌تر شدن وضعیت جسمانی، او به بیمارستان کودونیو رفت و از مشکلات تنفسی خبر داد.
",ELRC_2922
"Anthony Fauci, director of the U.S. National Institute of Allergy and Infectious Diseases, said that the quarantine process had failed.
","آنتونی فائوچی، رئیس مؤسسه ملی آلرژی و بیماری‌های عفونی آمریکا گفت که فرایند قرنطینه شکست خورده‌است.
",ELRC_2922
"The total number of tuberculosis cases has been decreasing since 2005, while new cases have decreased since 2002.
","تعداد مطلق موارد ابتلا به سل از سال ۲۰۰۶ رو به کاهش بوده‌است، و موارد جدید از سال ۲۰۰۲ کاهش یافته‌است.
",ELRC_2922
"The mechanism of CD4+ T cell depletion differs in the acute and chronic phases.
","عملکرد کاهش سلول‌های CD4+ T در وضعیت حاد و مزمن متفاوت است.
",ELRC_2922
"If long-acting bronchodilators are insufficient, then inhaled corticosteroids are typically added.
","در صورتی که گشادکننده برونش طولانی اثر کافی نباشد، کورتیکواستروئید استنشاقی افزوده می‌شود.
",ELRC_2922
"This is particularly important in low and middle income countries, such as Ghana, where health interventions have come under increased scrutiny because of the cost.
","این مخصوصاً در کشورهایی با درآمد پایین و متوسط اهمیت بیشتری دارد.
",ELRC_2922
"Despite various publications of results where hand washing reduced mortality to below 1%, Semmelweis's observations conflicted with the established scientific and medical opinions of the time and his ideas were rejected by the medical community.
","علی‌رغم آشکار بودن کاهش مرگ‌ومیر به زیر ۱٪ با روش زملوایس، جامعهٔ پزشکی آن زمان تحقیقات و نتایج کارهای او را نپذیرفتند.
",ELRC_2922
"Occupational injuries can result from exposure to occupational hazards (physical, chemical, biological, or psychosocial), such as temperature, noise, insect or animal bites, blood-borne pathogens, aerosols, hazardous chemicals, radiation, and occupational burnout.
","آسیب‌های شغلی می‌توانند در اثر خطرات شغلی ناشی از کار (فیزیکی، مواد شیمیایی، زیست‌شناسی، یا روان‌شناختی)، از قبیل دما، نویز، گزش حشرات یا گاز گرفتن حیوان، انتقال بیماری از طریق خون، هواپخش، مواد شیمیایی خطرناک، پرتو، و فرسودگی شغلی ایجاد گردد.
",ELRC_2922
"Similar measures have been used around the world, but the term lockdown is used instead.
","اقدامات مشابهی در سراسر جهان استفاده شده‌است، اما در عوض از اصطلاح محبوس کردن استفاده شده‌است.
",ELRC_2922
"Hospital equipment has also been documented as a method of transmission of hepatitis C, including reuse of needles and syringes; multiple-use medication vials; infusion bags; and improperly sterilized surgical equipment, among others.
","تجهیزات بیمارستانی نیز هپاتیت سی را انتقال می‌دهند، از جمله: استفاده مجدد از سوزن‌ها و سرنگ‌ها، استفاده چندباره از شیشه‌های دارو، کیسه‌های تنفسی، و تجهیزات جراحی غیر استریل.
",ELRC_2922
"The overall number of years lived with disability from COPD, however, has increased.
","با این وجود، تعداد کل سال‌های زندگی با ناتوانی ناشی از COPD افزایش داشته‌است.
",ELRC_2922
"Notable extrapulmonary infection sites include the pleura (in tuberculous pleurisy), the central nervous system (in tuberculous meningitis), the lymphatic system (in scrofula of the neck), the genitourinary system (in urogenital tuberculosis), and the bones and joints (in Pott disease of the spine), among others.
","مکان‌های عفونت قابل توجه خارج ریوی عبارتند از: شش شامه (در پلورزی (آماس شامه ریه) سلی)، سیستم عصبی مرکزی (در مننژیت سلی)، و سیستم لنفاوی (در سل غدد لنفاوی گردن).
",ELRC_2922
"Chronic bacterial infections may also add to this inflammatory state.
","عفونت‌های باکتریایی مزمن نیز می‌توانند به این حالت عفونتی بیفزایند.
",ELRC_2922
"In Europe, various knockout matches in the Champions League and Europa League were played behind closed doors in February and March 2020.
","در اروپا، مسابقات حذفی مختلف در لیگ قهرمانان اروپا و لیگ اروپا در پشت درهای بسته در فوریه و مارس ۲۰۲۰ انجام شد.
",ELRC_2922
"In China, BGI Group was one of the first companies to receive emergency use approval from China's National Medical Products Administration for a PCR-based SARS-CoV-2 detection kit.
","در چین انستیتو ژنومیک پکن از اولین شرکتهایی بود که اجازه استفاده اورژانسی را برای کیت حاوی آنزیم رونوشت بردار معکوس تشخیص کوید-۱۹ از اداره ملی محصولات پزشکی چین دریافت کرد.
",ELRC_2922
"The decree, in effect until 3 April, additionally cancelled any leave for medical workers, and allowed the government to impose fines or up to three months' jail for people caught leaving or entering the affected zone without permission.
","این حکم که تا تاریخ ۳ آوریل قابل اجرا بود، علاوه بر این، هرگونه مرخصی برای کارکنان پزشکی را لغو کرد و به دولت اجازه داد تا جریمه یا حداکثر سه ماه زندان را برای افرادی که بدون اجازه در حال خروج یا ورود به منطقه آلوده دستگیر شده‌اند، اعمال کند.
",ELRC_2922
"These theories share a major commonality in defining individual actions as the locus of change.
","این نظریه‌ها یک وجه مشترک مهم در تعریف اقدامات فردی را به عنوان منبعی از تغییر به اشتراک می‌گذارند.
",ELRC_2922
"On 26 February, Finland confirmed that a Finnish woman who had visited Milan and was back in Finland on 22 February tested positive at the Helsinki University Central Hospital.
","در ۲۶ فوریه، فنلاند تأیید کرد که آزمایش یک زن فنلاندی که در میلان بوده و در ۲۲ فوریه به فنلاند بازگشته، در بیمارستان مرکزی دانشگاه هلسینکی، مثبت شد.
",ELRC_2922
